ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Beschwerde,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Antwort_Letzte_Kampagne
7881,1956,Master,Verheiratet,66835.0,0,0,28-09-2023,21,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0
5847,1979,Hochschulabschluss,Geschieden,69901.0,0,1,29-05-2023,95,0,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0
737,1959,Doktor,Verheiratet,80360.0,0,0,03-03-2023,56,0,1493,86,454,112,43,43,2,4,4,5,2,1,0,0,1,1,0
3571,1971,Doktor,Zusammenlebend,63342.0,0,1,16-10-2022,48,0,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,1
7807,1984,Hochschulabschluss,Verheiratet,44989.0,0,1,12-09-2022,26,0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0
3878,1990,Zweiter Studienzyklus,Ledig,31859.0,1,0,27-02-2024,3,0,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0
5092,1959,Doktor,Verwitwet,51569.0,0,1,12-02-2023,39,0,380,0,47,6,0,34,4,7,1,7,8,0,0,0,1,0,1
2154,1981,Hochschulabschluss,Verwitwet,30372.0,1,1,25-12-2022,33,0,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0
5394,1989,Grundbildung,Ledig,16014.0,1,1,17-03-2023,42,0,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0
3798,1978,Hochschulabschluss,Verheiratet,41120.0,1,1,06-11-2023,80,0,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0
3524,1981,Master,Ledig,39763.0,1,0,04-08-2023,9,0,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1
5247,1965,Doktor,Verheiratet,38725.0,1,1,10-05-2024,52,0,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0
5883,1982,Hochschulabschluss,Verheiratet,77981.0,1,0,26-05-2023,78,0,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0
2118,1974,Zweiter Studienzyklus,Verheiratet,62905.0,0,1,10-09-2023,68,0,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0
8812,1989,Zweiter Studienzyklus,Geschieden,13533.0,1,0,10-03-2023,45,0,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0
6616,1985,Hochschulabschluss,Zusammenlebend,59481.0,0,1,23-10-2023,47,0,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0
2797,1987,Hochschulabschluss,Verheiratet,72117.0,0,1,20-08-2023,34,0,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0
4328,1996,Zweiter Studienzyklus,Verheiratet,21955.0,1,0,07-09-2023,81,0,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0
9167,1966,Hochschulabschluss,Verheiratet,67131.0,0,1,26-03-2023,72,0,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0
10560,1990,Doktor,Ledig,36802.0,1,0,16-06-2024,23,0,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0
2631,1992,Hochschulabschluss,Zusammenlebend,71853.0,0,0,08-05-2023,29,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0
8312,1971,Grundbildung,Verheiratet,28249.0,0,0,15-06-2024,80,0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0
5534,1985,Master,Verheiratet,47808.0,0,1,20-10-2023,30,0,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0
5093,1984,Doktor,Geschieden,25509.0,1,0,18-09-2022,15,0,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1
7592,1956,Doktor,Verheiratet,51012.0,0,0,18-04-2023,86,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0
8895,1995,Hochschulabschluss,Ledig,70596.0,0,0,05-10-2022,68,0,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0
8584,1962,Doktor,Zusammenlebend,85431.0,0,0,08-06-2023,54,0,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0
2694,1977,Hochschulabschluss,Verheiratet,42664.0,0,1,18-03-2024,44,0,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0
8910,1965,Hochschulabschluss,Zusammenlebend,42586.0,1,1,29-10-2022,7,0,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1
7433,1995,Hochschulabschluss,Ledig,29760.0,1,0,29-08-2022,87,0,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0
164,1987,Doktor,Verheiratet,28973.0,0,0,13-10-2022,59,0,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0
10477,1983,Doktor,Zusammenlebend,39435.0,1,0,06-08-2023,16,0,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0
2681,1994,Zweiter Studienzyklus,Verheiratet,65370.0,0,0,01-08-2023,1,0,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0
5150,1989,Grundbildung,Ledig,20194.0,1,0,17-12-2022,64,0,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0
5283,1986,Doktor,Ledig,42473.0,1,1,17-02-2024,72,0,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0
9645,1978,Hochschulabschluss,Verheiratet,64590.0,0,0,14-10-2022,98,0,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0
10678,1969,Hochschulabschluss,Zusammenlebend,71232.0,0,1,28-11-2023,91,0,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0
7261,1981,Hochschulabschluss,Zusammenlebend,34600.0,1,1,01-01-2023,8,0,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1
9648,1977,Hochschulabschluss,Ledig,46904.0,1,1,03-11-2022,20,0,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0
2870,1983,Hochschulabschluss,Verheiratet,49094.0,0,1,21-09-2022,6,0,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0
8008,1993,Hochschulabschluss,Zusammenlebend,36075.0,1,0,09-12-2023,54,0,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0
1513,1989,Zweiter Studienzyklus,Zusammenlebend,60839.0,1,1,28-08-2022,72,0,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0
6173,1989,Hochschulabschluss,Zusammenlebend,77298.0,0,1,02-11-2023,46,0,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0
1419,1960,Hochschulabschluss,Zusammenlebend,34026.0,1,1,05-08-2023,11,0,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0
9150,1973,Doktor,Ledig,48918.0,1,1,12-04-2024,21,0,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0
7960,1972,Zweiter Studienzyklus,Zusammenlebend,82122.0,0,0,15-08-2023,89,0,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,1,0
1250,1986,Hochschulabschluss,Ledig,37697.0,1,0,07-02-2024,82,0,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0
9905,1962,Hochschulabschluss,Zusammenlebend,34074.0,1,1,13-07-2023,69,0,135,1,41,10,1,67,5,3,3,3,6,0,0,1,0,0,0
10691,1970,Master,Verheiratet,28520.0,1,1,14-06-2023,55,0,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0
7002,1965,Hochschulabschluss,Ledig,62535.0,0,1,03-10-2023,13,0,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0
2952,1987,Master,Ledig,36273.0,1,0,16-04-2024,80,0,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0
8439,1974,Hochschulabschluss,Zusammenlebend,63404.0,0,2,06-06-2024,97,0,734,26,70,11,44,17,2,6,3,4,4,1,0,0,0,0,0
762,1991,Zweiter Studienzyklus,Zusammenlebend,75774.0,1,0,02-05-2024,27,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0
2831,1986,Hochschulabschluss,Zusammenlebend,78416.0,0,1,27-06-2024,99,0,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0
6977,1984,Hochschulabschluss,Zusammenlebend,75702.0,0,1,14-10-2022,87,0,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,1,0
6289,1961,Master,Zusammenlebend,59385.0,1,1,28-04-2023,85,0,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0
4168,1976,Hochschulabschluss,Ledig,37070.0,1,1,20-03-2023,30,0,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1
8397,1961,Hochschulabschluss,Verheiratet,44689.0,1,1,10-01-2024,82,0,18,0,5,0,0,11,2,1,1,2,7,0,0,1,0,0,0
9284,1968,Hochschulabschluss,Zusammenlebend,53977.0,0,1,08-06-2023,21,0,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0
6237,1976,Doktor,Ledig,7144.0,0,2,07-12-2023,92,0,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0
3130,1974,Hochschulabschluss,Ledig,18701.0,1,1,04-06-2023,95,0,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0
1619,1966,Hochschulabschluss,Verheiratet,90369.0,0,0,28-04-2024,2,0,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1
1990,1984,Doktor,Ledig,63159.0,0,0,05-11-2022,74,0,965,34,586,89,86,37,1,3,5,8,3,0,0,1,0,0,0
5513,1976,Hochschulabschluss,Zusammenlebend,37758.0,1,1,04-10-2022,49,0,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0
269,1973,Doktor,Ledig,46757.0,0,1,16-11-2022,71,0,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0
8093,1979,Master,Verheiratet,79734.0,0,0,28-06-2024,72,0,572,8,232,23,62,17,1,4,3,6,1,1,0,0,0,0,0
10513,2002,Hochschulabschluss,Zusammenlebend,63207.0,0,0,20-01-2023,68,0,438,169,565,91,169,70,1,2,3,6,7,1,0,0,0,0,0
10177,1964,Hochschulabschluss,Geschieden,72071.0,0,1,14-02-2023,4,0,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0
2549,1993,Doktor,Zusammenlebend,21840.0,1,0,21-07-2023,80,0,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0
5782,1992,Zweiter Studienzyklus,Zusammenlebend,58582.0,0,1,28-09-2023,15,0,402,35,106,101,77,42,2,9,2,9,5,0,0,0,1,0,0
10057,1961,Hochschulabschluss,Ledig,72282.0,0,0,19-07-2023,70,0,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1
10307,1966,Hochschulabschluss,Verheiratet,50387.0,0,2,31-08-2023,91,0,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0
8566,1971,Doktor,Zusammenlebend,32583.0,1,1,15-06-2024,10,0,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0
2415,1972,Hochschulabschluss,Zusammenlebend,62568.0,0,1,07-04-2024,99,0,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,0,0
5684,1981,Master,Geschieden,44635.0,1,1,11-10-2023,25,0,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0
8334,1981,Master,Ledig,33316.0,1,1,04-10-2023,34,0,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0
9166,1978,Hochschulabschluss,Verheiratet,63967.0,0,1,09-08-2023,57,0,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0
1440,1988,Zweiter Studienzyklus,Zusammenlebend,52513.0,0,0,04-09-2022,84,0,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0
78,1979,Hochschulabschluss,Verheiratet,25293.0,1,0,15-09-2023,51,0,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0
5441,1975,Doktor,Verwitwet,54111.0,0,1,25-08-2023,97,0,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0
5302,1996,Hochschulabschluss,Zusammenlebend,78394.0,0,0,15-02-2023,13,0,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1
4687,1968,Master,Verheiratet,80739.0,0,0,23-05-2023,92,0,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0
1087,1985,Master,Zusammenlebend,22669.0,1,0,22-05-2023,30,0,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1
6859,1997,Hochschulabschluss,Ledig,29236.0,1,0,08-10-2023,30,0,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0
9860,1969,Hochschulabschluss,Zusammenlebend,44911.0,0,1,15-03-2023,11,0,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0
7129,1972,Doktor,Verheiratet,54693.0,0,1,17-02-2023,72,0,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0
5866,1984,Hochschulabschluss,Zusammenlebend,48186.0,1,0,20-03-2024,39,0,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0
10521,1987,Hochschulabschluss,Verheiratet,54809.0,1,1,11-09-2023,0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,1
7393,1988,Hochschulabschluss,Zusammenlebend,41580.0,1,1,10-12-2022,15,0,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0
7849,1980,Doktor,Verheiratet,80336.0,0,0,09-09-2023,12,0,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0
332,1967,Hochschulabschluss,Verheiratet,47743.0,0,1,22-03-2023,56,0,198,2,43,0,12,20,3,4,1,6,6,0,0,0,1,0,0
9847,1965,Zweiter Studienzyklus,Verheiratet,62972.0,0,1,03-08-2022,39,0,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0
531,1964,Doktor,Geschieden,57333.0,0,1,22-09-2022,55,0,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1
9576,1992,Doktor,Zusammenlebend,32313.0,1,0,11-02-2023,60,0,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0
6906,1963,Master,Verwitwet,84953.0,0,0,03-06-2023,73,0,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,1
7419,1978,Master,Geschieden,27071.0,1,0,23-04-2024,90,0,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0
3170,1967,Master,Zusammenlebend,68148.0,0,0,31-08-2023,86,0,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0
8527,1975,Master,Zusammenlebend,65735.0,1,1,07-12-2023,37,0,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0
7872,1985,Doktor,Verheiratet,86836.0,0,0,12-09-2022,7,0,179,21,273,0,21,63,1,6,10,6,5,1,0,1,0,1,1
9931,1973,Doktor,Verheiratet,4023.0,1,1,23-06-2024,29,0,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0
10595,2000,Hochschulabschluss,Verheiratet,30093.0,0,0,08-07-2023,19,0,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0
4609,1976,Doktor,Verheiratet,57705.0,0,1,11-01-2024,14,0,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0
5010,1998,Hochschulabschluss,Ledig,25008.0,1,0,02-02-2024,72,0,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0
4427,2005,Zweiter Studienzyklus,Ledig,83257.0,0,0,18-09-2022,56,1,536,27,590,38,107,67,1,5,10,12,6,0,0,1,0,1,1
11148,1985,Hochschulabschluss,Zusammenlebend,22280.0,1,0,19-05-2023,85,0,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0
1168,1988,Doktor,Verheiratet,72159.0,0,0,29-10-2022,62,0,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0
9595,1971,Hochschulabschluss,Zusammenlebend,64260.0,0,0,11-01-2023,1,0,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1
10163,1994,Doktor,Ledig,82733.0,0,0,10-09-2023,28,0,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1
2886,1981,Master,Geschieden,74290.0,0,1,12-08-2023,70,0,1121,0,72,0,12,12,4,10,8,10,6,1,0,0,1,0,0
6710,1961,Master,Ledig,58217.0,2,1,17-11-2022,84,0,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0
5316,1986,Master,Zusammenlebend,21024.0,0,0,04-07-2023,89,0,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0
9029,1982,Doktor,Verheiratet,70116.0,0,0,26-01-2023,73,0,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0
521,1995,Hochschulabschluss,Zusammenlebend,54006.0,1,0,18-09-2022,42,0,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0
1459,1976,Doktor,Verheiratet,69063.0,0,1,07-11-2022,16,0,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0
10241,1985,Zweiter Studienzyklus,Geschieden,11448.0,0,0,15-12-2023,16,0,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0
1630,1989,Hochschulabschluss,Ledig,61825.0,0,1,07-08-2023,56,0,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0
3254,1981,Hochschulabschluss,Verheiratet,70886.0,1,0,14-10-2023,65,0,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0
9064,1992,Hochschulabschluss,Verheiratet,69109.0,0,0,09-11-2022,10,0,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,1
3678,1983,Hochschulabschluss,Verwitwet,60208.0,1,1,07-10-2022,13,0,488,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,1
4227,1978,Master,Zusammenlebend,32889.0,1,1,06-09-2023,78,0,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0
9467,1994,Hochschulabschluss,Ledig,34738.0,1,0,11-05-2024,51,0,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0
8486,1981,Master,Zusammenlebend,30538.0,1,0,01-10-2022,27,0,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0
2186,1987,Zweiter Studienzyklus,Zusammenlebend,82326.0,0,0,10-03-2024,30,0,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,1
3286,1977,Doktor,Geschieden,26642.0,1,0,01-03-2024,71,0,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0
8602,1974,Hochschulabschluss,Geschieden,69932.0,0,1,12-06-2023,97,0,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0
3722,1982,Hochschulabschluss,Ledig,44503.0,1,1,16-04-2024,83,0,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0
6715,1958,Doktor,Ledig,60200.0,0,1,02-01-2023,3,0,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0
4796,1962,Hochschulabschluss,Geschieden,49638.0,0,1,19-04-2024,71,0,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0
9612,1997,Zweiter Studienzyklus,Ledig,23830.0,0,0,07-02-2024,3,0,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0
3766,1969,Master,Verwitwet,33051.0,0,0,16-08-2022,15,0,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1
1399,1968,Hochschulabschluss,Verheiratet,72905.0,0,0,21-01-2024,52,0,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0
1570,1961,Doktor,Zusammenlebend,69702.0,0,1,19-02-2023,8,0,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0
3426,1985,Hochschulabschluss,Geschieden,70300.0,1,0,15-07-2023,89,0,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0
3074,1994,Doktor,Verheiratet,70643.0,0,0,15-10-2022,66,0,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1
8341,1979,Doktor,Verheiratet,30396.0,1,0,30-04-2024,22,0,15,0,6,0,1,12,2,1,1,2,7,0,0,1,0,0,1
5180,1978,Doktor,Geschieden,50616.0,0,1,18-04-2024,56,0,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0
6461,1979,Master,Ledig,62772.0,0,1,19-05-2023,74,0,581,49,157,43,8,108,1,5,6,11,2,0,0,0,1,0,0
7679,1995,Doktor,Ledig,30298.0,0,0,19-05-2024,48,0,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0
10702,1994,Hochschulabschluss,Ledig,52413.0,1,0,03-11-2022,67,0,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0
7505,1967,Doktor,Verheiratet,44155.0,1,1,19-01-2024,24,0,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0
5113,1981,Doktor,Geschieden,86979.0,0,0,07-11-2023,67,0,584,100,835,65,83,35,1,5,5,5,2,0,0,1,0,0,1
10858,1985,Hochschulabschluss,Zusammenlebend,76532.0,1,1,09-09-2023,38,0,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0
2961,1992,Hochschulabschluss,Verheiratet,42081.0,1,0,26-02-2023,86,0,175,10,110,54,6,27,2,6,3,4,6,0,0,1,0,0,0
2747,1998,Doktor,Verheiratet,67546.0,0,0,31-08-2022,90,0,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0
3010,1999,Master,Zusammenlebend,88420.0,0,0,02-05-2024,87,0,957,153,612,99,95,153,1,4,7,8,1,1,0,1,0,1,0
5790,1995,Hochschulabschluss,Verheiratet,31158.0,1,0,27-01-2023,62,0,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0
6892,1978,Hochschulabschluss,Geschieden,61671.0,0,1,03-06-2024,23,0,641,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0
1743,1984,Hochschulabschluss,Ledig,69719.0,0,0,26-05-2024,99,0,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0
3578,1959,Hochschulabschluss,Geschieden,49160.0,0,1,20-10-2023,29,0,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0
8462,1988,Grundbildung,Zusammenlebend,24882.0,1,0,09-09-2022,52,0,1,4,10,29,0,36,1,1,1,2,6,0,0,1,0,0,0
5558,1964,Doktor,Ledig,90933.0,0,0,31-03-2024,90,0,1020,31,430,62,63,79,1,4,6,4,1,0,0,0,0,1,0
4619,1955,Doktor,Ledig,113734.0,0,0,28-05-2024,9,0,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0
8780,1960,Doktor,Zusammenlebend,59292.0,0,1,13-06-2023,71,0,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0
10789,1974,Doktor,Verheiratet,45759.0,1,1,23-02-2023,13,0,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0
10779,1993,Hochschulabschluss,Ledig,22148.0,0,0,13-04-2024,16,0,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0
5896,1997,Master,Verheiratet,73395.0,0,0,18-03-2024,94,0,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0
2337,1981,Hochschulabschluss,Geschieden,29819.0,1,0,24-10-2023,77,0,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0
10951,1978,Hochschulabschluss,Verheiratet,45688.0,0,1,25-01-2024,20,0,279,0,18,0,0,9,2,3,1,8,4,0,0,0,1,0,0
544,1964,Hochschulabschluss,Verheiratet,62820.0,0,0,11-05-2023,51,0,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0
17,1981,Doktor,Verheiratet,60491.0,0,1,06-09-2023,81,0,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0
10680,1996,Hochschulabschluss,Zusammenlebend,33235.0,1,0,05-02-2024,71,0,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0
3265,1969,Hochschulabschluss,Verheiratet,35701.0,0,0,19-03-2023,36,0,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0
5623,1990,Master,Verheiratet,31535.0,1,0,26-09-2023,95,0,15,4,13,0,0,19,1,1,1,2,7,0,0,1,0,0,0
5832,1970,Zweiter Studienzyklus,Zusammenlebend,92556.0,0,0,20-04-2024,32,0,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0
5544,1980,Hochschulabschluss,Ledig,67384.0,0,1,10-11-2022,32,0,957,40,175,158,53,107,2,7,8,5,5,0,0,0,1,0,0
6417,1981,Master,Zusammenlebend,80573.0,0,0,14-10-2022,85,0,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0
5831,1977,Hochschulabschluss,Verheiratet,77870.0,0,1,22-08-2022,93,0,1017,50,500,65,50,133,3,5,5,5,8,1,0,0,1,0,1
7101,1973,Doktor,Verwitwet,52278.0,0,1,25-01-2023,24,0,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0
10176,1978,Hochschulabschluss,Ledig,57107.0,0,1,24-08-2022,44,0,159,0,120,0,0,137,7,4,4,8,8,0,1,0,1,0,1
2326,2000,Hochschulabschluss,Verheiratet,18929.0,0,0,16-02-2023,15,0,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0
4385,1991,Doktor,Ledig,36038.0,1,0,31-05-2023,82,0,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0
2929,1986,Hochschulabschluss,Ledig,20180.0,0,0,20-02-2023,27,0,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0
10686,1975,Doktor,Zusammenlebend,34230.0,1,1,26-12-2022,72,0,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0
2546,1987,Zweiter Studienzyklus,Ledig,31878.0,0,1,22-06-2024,7,0,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0
3283,1982,Zweiter Studienzyklus,Verheiratet,70932.0,0,1,19-01-2024,57,0,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0
3138,1966,Hochschulabschluss,Ledig,91249.0,0,0,20-10-2022,84,0,1324,27,119,71,108,27,0,7,9,6,4,1,1,0,1,1,1
4994,1953,Master,Ledig,77598.0,0,0,01-10-2023,53,0,1193,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0
7966,1969,Hochschulabschluss,Ledig,80982.0,1,1,08-01-2023,48,1,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0
3112,1987,Master,Verheiratet,22701.0,1,0,05-09-2023,2,0,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0
10872,1979,Doktor,Verheiratet,55212.0,0,1,23-11-2022,65,0,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,1,0,0
2181,1980,Hochschulabschluss,Verheiratet,70617.0,0,0,23-06-2023,45,0,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0
1867,1967,Hochschulabschluss,Ledig,64849.0,0,0,13-11-2022,42,0,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,1
